net,length_um
mstate\[2\]\[3\],12.8µm
mstate\[48\]\[21\],12.8µm
mstate\[61\]\[15\],12.8µm
mstate\[80\]\[15\],12.8µm
mstate\[8\]\[16\],12.8µm
mstate\[60\]\[28\],12.78µm
mstate\[38\]\[4\],12.775µm
mstate\[9\]\[27\],12.765µm
_04310_,12.76µm
_08632_,12.76µm
_10051_,12.76µm
_10486_,12.76µm
mstate\[51\]\[19\],12.76µm
mstate\[95\]\[6\],12.76µm
mstate\[9\]\[1\],12.76µm
mstate\[99\]\[2\],12.75µm
_02688_,12.745µm
_04713_,12.74µm
_06145_,12.74µm
mstate\[28\]\[15\],12.74µm
_03352_,12.725µm
mstate\[102\]\[7\],12.72µm
mstate\[11\]\[3\],12.72µm
mstate\[43\]\[18\],12.72µm
mstate\[61\]\[4\],12.72µm
mstate\[63\]\[17\],12.72µm
net5857,12.72µm
_08317_,12.7µm
_08832_,12.7µm
_11164_,12.7µm
mstate\[102\]\[1\],12.7µm
mstate\[126\]\[3\],12.7µm
mstate\[88\]\[25\],12.695µm
mstate\[3\]\[17\],12.68µm
mstate\[47\]\[21\],12.68µm
mstate\[62\]\[11\],12.68µm
mstate\[62\]\[27\],12.68µm
mstate\[63\]\[12\],12.68µm
mstate\[72\]\[12\],12.68µm
mstate\[6\]\[6\],12.67µm
_06659_,12.66µm
_10610_,12.66µm
mstate\[73\]\[3\],12.66µm
net2899,12.66µm
_10584_,12.655µm
mstate\[35\]\[23\],12.645µm
_09263_,12.64µm
_10883_,12.64µm
mstate\[110\]\[16\],12.64µm
mstate\[11\]\[12\],12.64µm
mstate\[46\]\[13\],12.64µm
mstate\[97\]\[19\],12.64µm
_00448_,12.625µm
_09103_,12.625µm
_08963_,12.62µm
_10186_,12.62µm
_10237_,12.62µm
_10804_,12.62µm
_04782_,12.6µm
_06861_,12.6µm
_06869_,12.6µm
_07886_,12.6µm
mstate\[115\]\[9\],12.6µm
mstate\[25\]\[17\],12.6µm
mstate\[43\]\[8\],12.6µm
mstate\[94\]\[1\],12.6µm
_08165_,12.585µm
_05989_,12.58µm
_07468_,12.58µm
_09937_,12.58µm
_10703_,12.58µm
_10874_,12.58µm
_11001_,12.58µm
mstate\[125\]\[25\],12.58µm
mstate\[56\]\[0\],12.58µm
mstate\[80\]\[28\],12.58µm
mstate\[57\]\[2\],12.565µm
_07465_,12.56µm
_08367_,12.56µm
mstate\[122\]\[1\],12.56µm
mstate\[34\]\[21\],12.56µm
mstate\[45\]\[28\],12.56µm
mstate\[4\]\[29\],12.56µm
mstate\[59\]\[22\],12.56µm
net3008,12.56µm
_10331_,12.54µm
_10732_,12.54µm
mstate\[119\]\[23\],12.54µm
mstate\[13\]\[18\],12.54µm
mstate\[22\]\[24\],12.54µm
mstate\[24\]\[17\],12.54µm
mstate\[24\]\[1\],12.54µm
mstate\[24\]\[4\],12.54µm
mstate\[34\]\[10\],12.54µm
mstate\[92\]\[8\],12.54µm
mstate\[53\]\[11\],12.525µm
_04198_,12.52µm
mstate\[26\]\[18\],12.52µm
mstate\[125\]\[9\],12.505µm
_04124_,12.5µm
_07673_,12.5µm
_08350_,12.5µm
_10205_,12.5µm
_10438_,12.5µm
_10459_,12.5µm
_10687_,12.5µm
_11156_,12.5µm
_11214_,12.5µm
mstate\[4\]\[24\],12.5µm
mstate\[94\]\[8\],12.5µm
_04867_,12.48µm
_06876_,12.48µm
_06932_,12.48µm
_10537_,12.48µm
_11088_,12.48µm
mstate\[124\]\[24\],12.48µm
mstate\[79\]\[5\],12.48µm
mstate\[80\]\[12\],12.48µm
mstate\[97\]\[3\],12.48µm
_07896_,12.46µm
_08921_,12.46µm
_10218_,12.46µm
mstate\[107\]\[29\],12.46µm
mstate\[30\]\[8\],12.46µm
mstate\[52\]\[4\],12.46µm
mstate\[74\]\[25\],12.46µm
mstate\[99\]\[6\],12.46µm
_08360_,12.44µm
_10382_,12.44µm
mstate\[115\]\[31\],12.44µm
mstate\[71\]\[16\],12.44µm
net52,12.44µm
net4181,12.44µm
mstate\[27\]\[9\],12.425µm
_10104_,12.42µm
mstate\[47\]\[4\],12.42µm
mstate\[80\]\[14\],12.42µm
mstate\[88\]\[3\],12.42µm
_08849_,12.4µm
mstate\[112\]\[21\],12.4µm
mstate\[78\]\[14\],12.4µm
_05117_,12.39µm
mstate\[57\]\[18\],12.385µm
mstate\[60\]\[22\],12.385µm
mstate\[65\]\[5\],12.385µm
_04575_,12.38µm
_08748_,12.38µm
_08974_,12.38µm
_10115_,12.38µm
mstate\[113\]\[28\],12.38µm
mstate\[14\]\[7\],12.38µm
mstate\[3\]\[22\],12.38µm
mstate\[68\]\[21\],12.38µm
mstate\[82\]\[17\],12.38µm
mstate\[29\]\[20\],12.375µm
mstate\[34\]\[17\],12.36µm
mstate\[55\]\[20\],12.36µm
mstate\[92\]\[21\],12.36µm
bit_en[24],12.35µm
mstate\[122\]\[27\],12.345µm
mstate\[32\]\[19\],12.345µm
mstate\[59\]\[7\],12.345µm
mstate\[74\]\[22\],12.345µm
_05111_,12.34µm
mstate\[105\]\[16\],12.34µm
mstate\[111\]\[29\],12.34µm
mstate\[113\]\[12\],12.34µm
mstate\[124\]\[21\],12.34µm
mstate\[56\]\[15\],12.34µm
mstate\[5\]\[1\],12.34µm
mstate\[5\]\[24\],12.34µm
mstate\[77\]\[0\],12.34µm
mstate\[97\]\[14\],12.34µm
_04480_,12.335µm
_10473_,12.32µm
mstate\[125\]\[23\],12.32µm
mstate\[26\]\[13\],12.32µm
mstate\[93\]\[16\],12.32µm
mstate\[13\]\[16\],12.305µm
_05585_,12.3µm
_10961_,12.3µm
mstate\[101\]\[31\],12.3µm
mstate\[20\]\[24\],12.3µm
mstate\[39\]\[14\],12.3µm
mstate\[40\]\[8\],12.3µm
mstate\[86\]\[6\],12.3µm
_05968_,12.28µm
mstate\[23\]\[12\],12.28µm
mstate\[68\]\[5\],12.28µm
mstate\[6\]\[31\],12.28µm
mstate\[88\]\[2\],12.28µm
mstate\[113\]\[20\],12.265µm
_05355_,12.26µm
_06306_,12.26µm
_10951_,12.26µm
bit_en[14],12.26µm
d_in[29],12.26µm
mstate\[117\]\[19\],12.26µm
mstate\[11\]\[17\],12.26µm
mstate\[125\]\[31\],12.26µm
mstate\[16\]\[1\],12.26µm
mstate\[47\]\[28\],12.26µm
mstate\[6\]\[28\],12.26µm
mstate\[72\]\[17\],12.26µm
net4283,12.26µm
_04181_,12.24µm
_11117_,12.24µm
mstate\[11\]\[14\],12.24µm
mstate\[29\]\[6\],12.24µm
mstate\[51\]\[3\],12.24µm
mstate\[61\]\[9\],12.24µm
_04711_,12.235µm
_07602_,12.22µm
mstate\[111\]\[1\],12.22µm
mstate\[113\]\[3\],12.22µm
mstate\[117\]\[28\],12.22µm
mstate\[11\]\[27\],12.22µm
mstate\[39\]\[31\],12.22µm
mstate\[42\]\[7\],12.22µm
mstate\[43\]\[21\],12.22µm
mstate\[52\]\[8\],12.22µm
mstate\[61\]\[12\],12.22µm
mstate\[73\]\[10\],12.22µm
mstate\[80\]\[6\],12.22µm
mstate\[96\]\[19\],12.22µm
_02470_,12.215µm
_01384_,12.205µm
mstate\[2\]\[0\],12.205µm
mstate\[52\]\[23\],12.205µm
mstate\[38\]\[27\],12.2µm
mstate\[73\]\[21\],12.2µm
_04998_,12.18µm
_08794_,12.18µm
_10372_,12.18µm
_10468_,12.18µm
_11196_,12.18µm
mstate\[107\]\[1\],12.18µm
mstate\[115\]\[6\],12.18µm
mstate\[116\]\[7\],12.18µm
mstate\[39\]\[28\],12.18µm
mstate\[77\]\[14\],12.18µm
mstate\[113\]\[9\],12.175µm
mstate\[64\]\[11\],12.175µm
mstate\[78\]\[30\],12.175µm
_04597_,12.16µm
_04907_,12.16µm
_05046_,12.16µm
_05874_,12.16µm
_06746_,12.16µm
_08866_,12.16µm
_10002_,12.16µm
_10297_,12.16µm
_10330_,12.16µm
_10356_,12.16µm
_10568_,12.16µm
_10665_,12.16µm
_10778_,12.16µm
d_out[3],12.16µm
mstate\[121\]\[27\],12.16µm
mstate\[61\]\[11\],12.16µm
mstate\[69\]\[12\],12.16µm
mstate\[83\]\[20\],12.16µm
net3478,12.16µm
_09121_,12.145µm
_07040_,12.14µm
_07124_,12.14µm
mstate\[114\]\[25\],12.14µm
mstate\[16\]\[3\],12.14µm
mstate\[36\]\[21\],12.14µm
mstate\[71\]\[2\],12.14µm
mstate\[81\]\[1\],12.14µm
mstate\[84\]\[26\],12.14µm
mstate\[89\]\[31\],12.14µm
_04519_,12.13µm
_10108_,12.13µm
mstate\[50\]\[19\],12.125µm
_05536_,12.12µm
_07172_,12.12µm
_08850_,12.12µm
_09945_,12.12µm
_10293_,12.12µm
_10944_,12.12µm
_11207_,12.12µm
mstate\[124\]\[5\],12.12µm
mstate\[125\]\[6\],12.12µm
mstate\[22\]\[16\],12.12µm
mstate\[44\]\[10\],12.12µm
mstate\[44\]\[16\],12.12µm
mstate\[46\]\[18\],12.12µm
mstate\[4\]\[0\],12.12µm
mstate\[72\]\[11\],12.12µm
_09787_,12.1µm
_10533_,12.1µm
_10736_,12.1µm
mstate\[107\]\[13\],12.1µm
mstate\[15\]\[12\],12.1µm
mstate\[26\]\[6\],12.1µm
mstate\[75\]\[16\],12.1µm
mstate\[96\]\[21\],12.1µm
_04318_,12.08µm
_05050_,12.08µm
_05516_,12.08µm
_05865_,12.08µm
_10388_,12.08µm
mstate\[110\]\[15\],12.08µm
mstate\[41\]\[24\],12.08µm
mstate\[68\]\[18\],12.08µm
mstate\[6\]\[3\],12.08µm
mstate\[74\]\[31\],12.08µm
mstate\[93\]\[24\],12.08µm
net30,12.08µm
mstate\[95\]\[25\],12.07µm
_08519_,12.065µm
mstate\[90\]\[18\],12.065µm
_04396_,12.06µm
mstate\[1\]\[14\],12.06µm
mstate\[45\]\[3\],12.06µm
mstate\[46\]\[28\],12.06µm
mstate\[96\]\[0\],12.06µm
_07988_,12.045µm
mstate\[116\]\[24\],12.045µm
mstate\[14\]\[17\],12.045µm
_04783_,12.04µm
_04881_,12.04µm
_10454_,12.04µm
_10756_,12.04µm
_10985_,12.04µm
mstate\[23\]\[8\],12.04µm
mstate\[49\]\[14\],12.04µm
mstate\[55\]\[5\],12.04µm
mstate\[93\]\[11\],12.04µm
mstate\[95\]\[13\],12.04µm
_09807_,12.02µm
_09908_,12.02µm
_10194_,12.02µm
mstate\[38\]\[14\],12.02µm
mstate\[45\]\[30\],12.02µm
mstate\[59\]\[29\],12.02µm
mstate\[81\]\[0\],12.02µm
mstate\[103\]\[16\],12.005µm
mstate\[46\]\[12\],12.005µm
mstate\[53\]\[2\],12.005µm
_07952_,12µm
mstate\[107\]\[8\],12µm
mstate\[118\]\[14\],12µm
mstate\[13\]\[1\],12µm
mstate\[46\]\[24\],12µm
mstate\[72\]\[29\],12µm
mstate\[96\]\[1\],12µm
net1028,12µm
net5837,12µm
_08981_,11.98µm
_10321_,11.98µm
mstate\[36\]\[31\],11.98µm
mstate\[38\]\[8\],11.98µm
mstate\[7\]\[3\],11.98µm
net5687,11.98µm
mstate\[30\]\[12\],11.965µm
_04485_,11.96µm
_06506_,11.96µm
_09097_,11.96µm
_10632_,11.96µm
mstate\[0\]\[12\],11.96µm
mstate\[102\]\[15\],11.96µm
mstate\[116\]\[25\],11.96µm
mstate\[25\]\[6\],11.96µm
mstate\[32\]\[18\],11.96µm
mstate\[38\]\[20\],11.96µm
mstate\[43\]\[12\],11.96µm
mstate\[54\]\[14\],11.96µm
mstate\[70\]\[28\],11.96µm
mstate\[71\]\[1\],11.96µm
mstate\[95\]\[10\],11.96µm
_09845_,11.94µm
_10974_,11.94µm
mstate\[75\]\[19\],11.94µm
mstate\[14\]\[18\],11.925µm
_05543_,11.92µm
_07426_,11.92µm
mstate\[25\]\[19\],11.92µm
mstate\[41\]\[27\],11.92µm
mstate\[49\]\[28\],11.92µm
mstate\[9\]\[19\],11.92µm
mstate\[0\]\[8\],11.9µm
mstate\[47\]\[1\],11.9µm
mstate\[61\]\[31\],11.9µm
mstate\[88\]\[7\],11.9µm
mstate\[97\]\[16\],11.9µm
_06452_,11.88µm
_08381_,11.88µm
_10447_,11.88µm
mstate\[100\]\[26\],11.88µm
mstate\[107\]\[25\],11.88µm
mstate\[118\]\[7\],11.88µm
mstate\[125\]\[24\],11.88µm
mstate\[125\]\[4\],11.88µm
mstate\[49\]\[6\],11.88µm
mstate\[54\]\[30\],11.88µm
mstate\[63\]\[25\],11.88µm
mstate\[69\]\[25\],11.88µm
mstate\[7\]\[14\],11.88µm
mstate\[7\]\[7\],11.88µm
mstate\[82\]\[14\],11.88µm
mstate\[93\]\[1\],11.88µm
_10151_,11.86µm
mstate\[48\]\[10\],11.86µm
mstate\[85\]\[10\],11.86µm
_05199_,11.84µm
_06318_,11.84µm
_10741_,11.84µm
mstate\[107\]\[10\],11.84µm
mstate\[12\]\[30\],11.84µm
mstate\[22\]\[15\],11.84µm
mstate\[42\]\[30\],11.84µm
mstate\[46\]\[9\],11.84µm
mstate\[61\]\[22\],11.84µm
mstate\[83\]\[21\],11.84µm
mstate\[95\]\[11\],11.84µm
mstate\[96\]\[18\],11.84µm
mstate\[25\]\[7\],11.835µm
_10226_,11.82µm
mstate\[86\]\[28\],11.82µm
net53,11.82µm
net3247,11.82µm
_10193_,11.81µm
mstate\[45\]\[22\],11.805µm
_04694_,11.8µm
_11188_,11.8µm
d_in[9],11.8µm
mstate\[113\]\[2\],11.8µm
mstate\[118\]\[18\],11.8µm
mstate\[11\]\[28\],11.8µm
mstate\[26\]\[23\],11.8µm
mstate\[30\]\[15\],11.8µm
mstate\[34\]\[25\],11.8µm
mstate\[37\]\[30\],11.8µm
_05623_,11.78µm
_09072_,11.78µm
_11054_,11.78µm
mstate\[87\]\[30\],11.78µm
net5849,11.78µm
_08848_,11.76µm
mstate\[33\]\[23\],11.76µm
mstate\[39\]\[1\],11.76µm
mstate\[5\]\[9\],11.76µm
mstate\[78\]\[21\],11.76µm
mstate\[80\]\[20\],11.76µm
mstate\[93\]\[13\],11.76µm
mstate\[93\]\[7\],11.76µm
net3761,11.76µm
mstate\[73\]\[17\],11.745µm
_04488_,11.74µm
_04556_,11.74µm
_07398_,11.74µm
_07486_,11.74µm
_07762_,11.74µm
_10815_,11.74µm
mstate\[122\]\[24\],11.74µm
mstate\[66\]\[9\],11.74µm
mstate\[21\]\[20\],11.725µm
mstate\[67\]\[19\],11.725µm
_04794_,11.72µm
_04823_,11.72µm
_04884_,11.72µm
_04944_,11.72µm
_10061_,11.72µm
mstate\[21\]\[22\],11.72µm
mstate\[23\]\[23\],11.72µm
mstate\[86\]\[0\],11.72µm
mstate\[122\]\[13\],11.705µm
_04140_,11.7µm
_04520_,11.7µm
_04839_,11.7µm
_05872_,11.7µm
_06308_,11.7µm
_07227_,11.7µm
_08313_,11.7µm
_09883_,11.7µm
_10107_,11.7µm
_10251_,11.7µm
_10379_,11.7µm
_10671_,11.7µm
mstate\[115\]\[12\],11.7µm
mstate\[127\]\[13\],11.7µm
mstate\[88\]\[20\],11.7µm
net5485,11.7µm
mstate\[40\]\[11\],11.69µm
_04233_,11.68µm
_09508_,11.68µm
_09925_,11.68µm
_09008_,11.66µm
mstate\[11\]\[15\],11.66µm
mstate\[18\]\[6\],11.66µm
mstate\[22\]\[4\],11.66µm
mstate\[38\]\[9\],11.66µm
mstate\[42\]\[11\],11.66µm
mstate\[57\]\[25\],11.66µm
mstate\[58\]\[31\],11.66µm
mstate\[79\]\[10\],11.66µm
_04857_,11.64µm
_08913_,11.64µm
mstate\[121\]\[16\],11.64µm
_05318_,11.62µm
_07836_,11.62µm
_10290_,11.62µm
mstate\[119\]\[2\],11.62µm
mstate\[22\]\[11\],11.62µm
mstate\[4\]\[18\],11.62µm
mstate\[5\]\[2\],11.62µm
mstate\[63\]\[31\],11.62µm
mstate\[72\]\[25\],11.62µm
_05670_,11.6µm
_08056_,11.6µm
_10074_,11.6µm
mstate\[65\]\[27\],11.585µm
mstate\[87\]\[23\],11.585µm
_00327_,11.58µm
_09640_,11.58µm
_09885_,11.58µm
_09912_,11.58µm
_09980_,11.58µm
_10050_,11.58µm
_10143_,11.58µm
_10339_,11.58µm
_10521_,11.58µm
_10643_,11.58µm
_10739_,11.58µm
_10848_,11.58µm
mstate\[112\]\[6\],11.58µm
mstate\[115\]\[21\],11.58µm
mstate\[64\]\[9\],11.58µm
mstate\[89\]\[30\],11.58µm
net4578,11.58µm
_07348_,11.56µm
mstate\[103\]\[25\],11.56µm
mstate\[123\]\[10\],11.56µm
mstate\[20\]\[0\],11.56µm
mstate\[6\]\[8\],11.56µm
mstate\[86\]\[29\],11.56µm
mstate\[9\]\[15\],11.545µm
_04620_,11.54µm
_05276_,11.54µm
_05381_,11.54µm
_05988_,11.54µm
_08241_,11.54µm
mstate\[112\]\[29\],11.54µm
mstate\[11\]\[9\],11.54µm
mstate\[121\]\[28\],11.54µm
mstate\[15\]\[30\],11.54µm
mstate\[17\]\[6\],11.54µm
mstate\[49\]\[27\],11.54µm
mstate\[4\]\[6\],11.54µm
mstate\[56\]\[9\],11.54µm
mstate\[60\]\[23\],11.54µm
mstate\[81\]\[13\],11.54µm
mstate\[87\]\[12\],11.54µm
_08883_,11.52µm
mstate\[122\]\[20\],11.52µm
mstate\[14\]\[21\],11.52µm
mstate\[18\]\[29\],11.52µm
net3519,11.52µm
mstate\[114\]\[27\],11.505µm
_04107_,11.5µm
_05004_,11.5µm
_06184_,11.5µm
mstate\[1\]\[6\],11.5µm
mstate\[39\]\[10\],11.5µm
mstate\[44\]\[31\],11.5µm
mstate\[92\]\[20\],11.5µm
_06761_,11.48µm
mstate\[105\]\[5\],11.48µm
mstate\[97\]\[31\],11.465µm
_06264_,11.46µm
_09390_,11.46µm
mstate\[115\]\[5\],11.46µm
mstate\[116\]\[20\],11.46µm
mstate\[121\]\[23\],11.46µm
mstate\[125\]\[19\],11.46µm
mstate\[16\]\[11\],11.46µm
mstate\[22\]\[13\],11.46µm
mstate\[55\]\[16\],11.46µm
mstate\[87\]\[0\],11.46µm
_09535_,11.44µm
_06125_,11.435µm
mstate\[97\]\[7\],11.425µm
mstate\[102\]\[3\],11.42µm
mstate\[107\]\[7\],11.42µm
mstate\[10\]\[8\],11.42µm
mstate\[112\]\[28\],11.42µm
mstate\[118\]\[26\],11.42µm
mstate\[11\]\[5\],11.42µm
mstate\[122\]\[0\],11.42µm
mstate\[14\]\[0\],11.42µm
mstate\[33\]\[6\],11.42µm
mstate\[35\]\[4\],11.42µm
mstate\[44\]\[27\],11.42µm
mstate\[45\]\[1\],11.42µm
mstate\[52\]\[5\],11.42µm
mstate\[63\]\[19\],11.42µm
mstate\[72\]\[13\],11.42µm
mstate\[72\]\[4\],11.42µm
mstate\[74\]\[10\],11.42µm
mstate\[83\]\[27\],11.42µm
mstate\[85\]\[31\],11.42µm
mstate\[95\]\[3\],11.42µm
net21,11.42µm
_04735_,11.4µm
_05181_,11.4µm
mstate\[104\]\[20\],11.4µm
mstate\[56\]\[12\],11.4µm
mstate\[93\]\[22\],11.4µm
mstate\[114\]\[7\],11.385µm
_10204_,11.38µm
mstate\[116\]\[8\],11.38µm
mstate\[18\]\[18\],11.38µm
mstate\[22\]\[23\],11.38µm
mstate\[42\]\[2\],11.38µm
mstate\[50\]\[0\],11.38µm
mstate\[95\]\[20\],11.38µm
_04527_,11.36µm
_04903_,11.36µm
_07306_,11.36µm
_10713_,11.36µm
mstate\[106\]\[9\],11.36µm
mstate\[38\]\[1\],11.36µm
mstate\[6\]\[20\],11.36µm
mstate\[76\]\[22\],11.36µm
mstate\[76\]\[25\],11.36µm
net5423,11.36µm
_08452_,11.35µm
mstate\[109\]\[7\],11.345µm
mstate\[64\]\[19\],11.345µm
_04817_,11.34µm
_08750_,11.34µm
bit_en[29],11.34µm
bit_en[3],11.34µm
bit_en[4],11.34µm
bit_en[9],11.34µm
d_in[17],11.34µm
d_in[4],11.34µm
mstate\[107\]\[23\],11.34µm
mstate\[19\]\[15\],11.34µm
mstate\[28\]\[30\],11.34µm
mstate\[53\]\[29\],11.34µm
mstate\[62\]\[3\],11.34µm
mstate\[63\]\[8\],11.34µm
mstate\[67\]\[4\],11.34µm
mstate\[71\]\[14\],11.34µm
mstate\[72\]\[16\],11.34µm
mstate\[83\]\[9\],11.34µm
net4234,11.34µm
_03721_,11.33µm
_04458_,11.32µm
_07089_,11.32µm
_07707_,11.32µm
_08194_,11.32µm
_10514_,11.32µm
_11101_,11.32µm
_11159_,11.32µm
mstate\[127\]\[0\],11.32µm
mstate\[12\]\[0\],11.32µm
mstate\[22\]\[31\],11.32µm
_04767_,11.3µm
_06289_,11.3µm
_07302_,11.3µm
_09032_,11.3µm
mstate\[0\]\[5\],11.3µm
mstate\[106\]\[13\],11.3µm
mstate\[113\]\[25\],11.3µm
mstate\[120\]\[31\],11.3µm
mstate\[123\]\[22\],11.3µm
mstate\[124\]\[31\],11.3µm
mstate\[56\]\[22\],11.3µm
mstate\[63\]\[1\],11.3µm
mstate\[68\]\[13\],11.3µm
mstate\[90\]\[4\],11.295µm
_00245_,11.285µm
_00706_,11.285µm
_01549_,11.285µm
mstate\[1\]\[22\],11.285µm
_06942_,11.28µm
_10969_,11.28µm
mstate\[42\]\[13\],11.28µm
mstate\[89\]\[22\],11.28µm
net3917,11.28µm
mstate\[107\]\[16\],11.275µm
_04579_,11.26µm
_05820_,11.26µm
_10190_,11.26µm
_10302_,11.26µm
_10696_,11.26µm
_11179_,11.26µm
mstate\[21\]\[9\],11.26µm
mstate\[66\]\[11\],11.26µm
mstate\[75\]\[20\],11.26µm
mstate\[87\]\[5\],11.26µm
net5874,11.26µm
_03263_,11.245µm
_04392_,11.24µm
_04991_,11.24µm
_07330_,11.24µm
_09780_,11.24µm
_09890_,11.24µm
_10059_,11.24µm
_10781_,11.24µm
_10937_,11.24µm
mstate\[17\]\[20\],11.24µm
mstate\[19\]\[9\],11.24µm
mstate\[31\]\[22\],11.24µm
mstate\[69\]\[10\],11.24µm
mstate\[9\]\[16\],11.24µm
mstate\[89\]\[21\],11.225µm
_09314_,11.22µm
mstate\[16\]\[16\],11.22µm
mstate\[81\]\[10\],11.22µm
_04821_,11.2µm
_06017_,11.2µm
_06449_,11.2µm
_06738_,11.2µm
_09431_,11.2µm
_09962_,11.2µm
_11008_,11.2µm
mstate\[10\]\[13\],11.2µm
mstate\[22\]\[27\],11.2µm
mstate\[22\]\[28\],11.2µm
mstate\[23\]\[22\],11.2µm
mstate\[31\]\[10\],11.2µm
mstate\[46\]\[21\],11.2µm
mstate\[50\]\[23\],11.2µm
mstate\[70\]\[7\],11.2µm
mstate\[74\]\[20\],11.2µm
mstate\[80\]\[25\],11.2µm
mstate\[8\]\[8\],11.2µm
mstate\[93\]\[8\],11.2µm
net5295,11.2µm
net5873,11.2µm
mstate\[110\]\[22\],11.185µm
_10921_,11.18µm
mstate\[116\]\[22\],11.18µm
mstate\[15\]\[0\],11.18µm
mstate\[61\]\[25\],11.18µm
mstate\[66\]\[16\],11.18µm
mstate\[72\]\[7\],11.17µm
_02565_,11.165µm
mstate\[85\]\[13\],11.165µm
_04340_,11.16µm
_04545_,11.16µm
_06312_,11.16µm
_06865_,11.16µm
_07710_,11.16µm
_09569_,11.16µm
_10491_,11.16µm
_11081_,11.16µm
mstate\[127\]\[28\],11.16µm
mstate\[44\]\[5\],11.16µm
mstate\[95\]\[24\],11.16µm
_01432_,11.145µm
_07666_,11.14µm
_08034_,11.14µm
mstate\[15\]\[20\],11.14µm
mstate\[62\]\[28\],11.14µm
mstate\[78\]\[11\],11.14µm
mstate\[41\]\[19\],11.135µm
mstate\[110\]\[24\],11.13µm
_01884_,11.125µm
mstate\[40\]\[9\],11.125µm
_04111_,11.12µm
_04114_,11.12µm
_04957_,11.12µm
_04985_,11.12µm
_07746_,11.12µm
_08289_,11.12µm
_10141_,11.12µm
_10343_,11.12µm
_10390_,11.12µm
_10392_,11.12µm
_10429_,11.12µm
_10897_,11.12µm
_11106_,11.12µm
_11157_,11.12µm
mstate\[126\]\[16\],11.12µm
mstate\[34\]\[3\],11.12µm
mstate\[46\]\[14\],11.12µm
mstate\[80\]\[19\],11.12µm
_04166_,11.1µm
_06332_,11.1µm
_07049_,11.1µm
_09039_,11.1µm
mstate\[125\]\[28\],11.1µm
mstate\[47\]\[8\],11.1µm
mstate\[74\]\[8\],11.1µm
mstate\[77\]\[1\],11.1µm
mstate\[78\]\[17\],11.1µm
_04511_,11.095µm
_08845_,11.095µm
mstate\[122\]\[23\],11.085µm
mstate\[126\]\[28\],11.085µm
mstate\[21\]\[16\],11.085µm
mstate\[6\]\[27\],11.085µm
_06296_,11.08µm
_07615_,11.08µm
mstate\[101\]\[14\],11.08µm
mstate\[118\]\[10\],11.08µm
mstate\[21\]\[29\],11.08µm
mstate\[23\]\[29\],11.08µm
mstate\[44\]\[14\],11.08µm
mstate\[82\]\[13\],11.08µm
mstate\[85\]\[9\],11.08µm
mstate\[98\]\[10\],11.08µm
mstate\[98\]\[21\],11.08µm
net4140,11.08µm
net4176,11.08µm
net4973,11.08µm
_05936_,11.06µm
_06783_,11.06µm
_09393_,11.06µm
mstate\[16\]\[30\],11.06µm
mstate\[27\]\[22\],11.06µm
mstate\[41\]\[28\],11.06µm
net1048,11.06µm
mstate\[42\]\[20\],11.055µm
mstate\[126\]\[30\],11.045µm
mstate\[22\]\[19\],11.045µm
mstate\[36\]\[18\],11.045µm
mstate\[93\]\[26\],11.045µm
_05622_,11.04µm
mstate\[32\]\[14\],11.04µm
mstate\[39\]\[3\],11.04µm
mstate\[46\]\[29\],11.04µm
mstate\[57\]\[6\],11.04µm
mstate\[81\]\[20\],11.04µm
_06797_,11.02µm
_09959_,11.02µm
_10599_,11.02µm
_11069_,11.02µm
bit_en[13],11.02µm
mstate\[65\]\[15\],11.02µm
_00289_,11.005µm
_09171_,11µm
_10542_,11µm
_11044_,11µm
mstate\[39\]\[25\],11µm
mstate\[3\]\[13\],11µm
mstate\[46\]\[8\],11µm
mstate\[49\]\[15\],11µm
mstate\[65\]\[2\],11µm
mstate\[68\]\[2\],11µm
mstate\[75\]\[2\],11µm
_07283_,10.995µm
mstate\[117\]\[29\],10.98µm
mstate\[1\]\[18\],10.98µm
mstate\[94\]\[7\],10.97µm
mstate\[33\]\[20\],10.965µm
mstate\[60\]\[8\],10.965µm
_04177_,10.96µm
_05344_,10.96µm
_06283_,10.96µm
_06809_,10.96µm
_08288_,10.96µm
mstate\[0\]\[16\],10.96µm
mstate\[106\]\[30\],10.96µm
mstate\[127\]\[26\],10.96µm
mstate\[12\]\[25\],10.96µm
mstate\[22\]\[17\],10.96µm
mstate\[37\]\[11\],10.96µm
mstate\[42\]\[24\],10.96µm
mstate\[43\]\[13\],10.96µm
mstate\[46\]\[11\],10.96µm
mstate\[59\]\[8\],10.96µm
mstate\[69\]\[2\],10.96µm
mstate\[81\]\[9\],10.96µm
mstate\[89\]\[8\],10.96µm
mstate\[49\]\[9\],10.94µm
mstate\[27\]\[11\],10.925µm
mstate\[27\]\[2\],10.925µm
_09835_,10.92µm
mstate\[109\]\[13\],10.92µm
mstate\[42\]\[1\],10.92µm
mstate\[52\]\[17\],10.92µm
mstate\[52\]\[18\],10.92µm
mstate\[60\]\[5\],10.92µm
net4380,10.91µm
_07867_,10.9µm
_10475_,10.9µm
_11034_,10.9µm
mstate\[78\]\[1\],10.9µm
mstate\[2\]\[21\],10.885µm
_04158_,10.88µm
_07945_,10.88µm
_11141_,10.88µm
bit_en[17],10.88µm
mstate\[10\]\[15\],10.88µm
mstate\[83\]\[2\],10.88µm
mstate\[95\]\[12\],10.88µm
net5257,10.87µm
